	id	model_type	name	readonly	readwrite	requirement
727	dT64dC__e	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxycytidine		x	x
728	dT64dC_dewar__e	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxycytidine dewar product		x	x
729	dT64dT__e	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxythymidine		x	x
730	dT64dT_dewar__e	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxythymidine dewar product		x	x
731	DTDP__e	Metabolite	dTDP		x	x
732	DTMP__e	Metabolite	dTMP		x	x
733	dTMP64dCMP__e	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate		x	x
734	dTMP64dCMP_dewar__e	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product		x	x
735	dTMP64dTMP__e	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate		x	x
736	dTMP64dTMP_dewar__e	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product		x	x
737	dTMP_GLYC__e	Metabolite	2'-deoxythymidine monophosphate glycol		x	x
738	dTpdTp__e	Metabolite	dTp-dTp		x	x
739	DTTP__e	Metabolite	dTTP		x	x
740	dT_GLYC__e	Metabolite	2'-deoxythymidine glycol		x	x
741	DU__e	Metabolite	deoxyuridine		x	x
742	DUDP__e	Metabolite	dUDP		x	x
743	DUMP__e	Metabolite	dUMP		x	x
744	DUTP__e	Metabolite	dUTP		x	x
745	dXAN__e	Metabolite	2'-deoxyxanthosine		x	x
746	dXANMP__e	Metabolite	2'-deoxyxanthosine monophosphate		x	x
747	e1dA__e	Metabolite	1-ethyl-2'-deoxyadenosine		x	x
748	e1dAMP__e	Metabolite	1-ethyl-2'-deoxyadenosine monophosphate		x	x
749	e1dG__e	Metabolite	1-ethyl-2'-deoxyguanosine		x	x
750	e1dGMP__e	Metabolite	1-ethyl-2'-deoxyguanosine monophosphate		x	x
751	e3dA__e	Metabolite	3-ethyl-2'-deoxyadenosine		x	x
752	e3dAMP__e	Metabolite	3-ethyl-2'-deoxyadenosine monophosphate		x	x
753	e3dC__e	Metabolite	3-ethyl-2'-deoxycytidine		x	x
754	e3dCMP__e	Metabolite	3-ethyl-2'-deoxycytidine monophosphate		x	x
755	e3dG__e	Metabolite	3-ethyl-2'-deoxyguanosine		x	x
756	e3dGMP__e	Metabolite	3-ethyl-2'-deoxyguanosine monophosphate		x	x
757	e3dT__e	Metabolite	3'-ethyl-2'-deoxythymidine		x	x
758	e3dTMP__e	Metabolite	3'-ethyl-2'-deoxythymidine monophosphate		x	x
759	e4dC__e	Metabolite	4-ethyl-2'-deoxycytidine		x	x
760	e4dCMP__e	Metabolite	4-ethyl-2'-deoxycytidine monophosphate		x	x
761	E4P__e	Metabolite	D-Erythrose 4-phosphate		x	x
762	e5dC__e	Metabolite	5-ethyl-2'-deoxycytidine		x	x
763	e5dCMP__e	Metabolite	5-ethyl-2'-deoxycytidine monophosphate		x	x
764	e6dA__e	Metabolite	6-ethyl-2'-deoxyadenosine		x	x
765	e6dAMP__e	Metabolite	6-ethyl-2'-deoxyadenosine monophosphate		x	x
766	e7dA__e	Metabolite	7-ethyl-2'-deoxyadenosine		x	x
767	e7dAMP__e	Metabolite	7-ethyl-2'-deoxyadenosine monophosphate		x	x
768	e7dG__e	Metabolite	7-ethyl-2'-deoxyguanosine		x	x
769	e7dGMP__e	Metabolite	7-ethyl-2'-deoxyguanosine monophosphate		x	x
770	e8dG__e	Metabolite	8-ethyl-2'-deoxyguanosine		x	x
771	e8dGMP__e	Metabolite	8-ethyl-2'-deoxyguanosine monophosphate		x	x
772	enoxacin__e	Metabolite	Enoxacin		x	x
773	epsilon1N2dG__e	Metabolite	1,N2-etheno-2'-deoxyguanosine		x	x
774	epsilon1N2dGMP__e	Metabolite	1,N2-etheno-2'-deoxyguanosine monophosphate		x	x
775	epsilon1N6dA__e	Metabolite	1,N6-etheno-2'-deoxyadenosine		x	x
776	epsilon1N6dAMP__e	Metabolite	1,N6-etheno-2'-deoxyadenosine monophosphate		x	x
777	epsilon3N4dC__e	Metabolite	3,N4-etheno-2'-deoxycytidine		x	x
778	epsilon3N4dCMP__e	Metabolite	3,N4-etheno-2'-deoxycytidine monophosphate		x	x
779	epsilonN23dG__e	Metabolite	N2,3-etheno-2'-deoxyguanosine		x	x
780	epsilonN23dGMP__e	Metabolite	N2,3-etheno-2'-deoxyguanosine monophosphate		x	x
781	ethidium__e	Metabolite	Ethidium		x	x
782	ETN__e	Metabolite	ethanolamine		x	x
783	F1P__e	Metabolite	D-Fructose 1-phosphate		x	x
784	f5dU__e	Metabolite	5-formyl-2'-deoxyuridine		x	x
785	f5dUMP__e	Metabolite	5-formyl-2'-deoxyuridine monophosphate		x	x
786	F6P__e	Metabolite	D-Fructose 6-phosphate		x	x
787	FAD__e	Metabolite	flavin adenine dinucleotide, oxidized		x	x
788	FADH2__e	Metabolite	flavin adenine dinucleotide, reduced		x	x
789	FALD__e	Metabolite	formaldehyde		x	x
790	FAPydA__e	Metabolite	N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine		x	x
791	FAPydAMP__e	Metabolite	N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine monophosphate		x	x
792	FAPydG__e	Metabolite	N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine		x	x
793	FAPydGMP__e	Metabolite	N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine monophosphate		x	x
794	FDP__e	Metabolite	D-Fructose 1,6-bisphosphate		x	x
795	FE2__e	Metabolite	ferrous iron		x	x
796	FE3__e	Metabolite	ferric iron		x	x
797	FMET__e	Metabolite	N-Formyl-L-methionine		x	x
798	FMN__e	Metabolite	flavin mononucleotide, oxidized		x	x
799	FMNH2__e	Metabolite	flavin mononucleotide, reduced		x	x
800	FOR__e	Metabolite	Formate		x	x
801	FRU__e	Metabolite	D-Fructose		x	x
802	FTHF10__e	Metabolite	10-formyl-tetrahydrofolate		x	x
803	FTHF5__e	Metabolite	5-formyltetrahydrofolate		x	x
804	FUC1P__e	Metabolite	L-fucose 1-phosphate		x	x
805	G1P__e	Metabolite	D-Glucose 1-phosphate		x	x
806	G23CMP__e	Metabolite	2',3'-Cyclic GMP		x	x
807	G2P__e	Metabolite	D-Glycerate 2-phosphate		x	x
808	G3MP__e	Metabolite	3'-GMP		x	x
809	G3P__e	Metabolite	3-Phospho-D-glycerate		x	x
810	G6P__e	Metabolite	D-Glucose 6-phosphate		x	x
811	GalCer16__e	Metabolite	galactosyl-β-Ceramide (d18:1/16:0)		x	x
812	GalDAG160__e	Metabolite	galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
813	GalDAG161__e	Metabolite	galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
814	GalDAG181__e	Metabolite	galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
815	GalGalCer16__e	Metabolite	galactosyl-α1-4-galactosyl-β-Ceramide (d18:1/16:0)		x	x
816	GalGalDAG160__e	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
817	GalGalDAG161__e	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
818	GalGalDAG181__e	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
819	GalGalGalDAG160__e	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
820	GalGalGalDAG161__e	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
821	GalGalGalDAG181__e	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
822	GalGalGlcCer16__e	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)		x	x
823	GalGalGlcDAG160__e	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
824	GalGalGlcDAG161__e	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
825	GalGalGlcDAG181__e	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
826	GalGlcCer16__e	Metabolite	galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)		x	x
827	GalGlcDAG160__e	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
828	GalGlcDAG161__e	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
829	GalGlcDAG181__e	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
830	GDP__e	Metabolite	GDP		x	x
831	GDPTP__e	Metabolite	Guanosine 3'-diphosphate 5'-triphosphate		x	x
832	GL__e	Metabolite	glycerol		x	x
833	GL2P__e	Metabolite	Glycerol 2-phosphate		x	x
834	GL3P__e	Metabolite	Glycerol 3-phosphate		x	x
835	GLC__e	Metabolite	D-Glucose		x	x
836	GlcCer16__e	Metabolite	glucosyl-β-Ceramide (d18:1/16:0)		x	x
837	GlcDAG160__e	Metabolite	glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
838	GlcDAG161__e	Metabolite	glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
839	GlcDAG181__e	Metabolite	glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
840	GlcGalCer16__e	Metabolite	glucosyl-β1-4-galactosyl-β-Ceramide (d18:1/16:0)		x	x
841	GlcGalDAG160__e	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
842	GlcGalDAG161__e	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
843	GlcGalDAG181__e	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
844	GlcGalGalDAG160__e	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
845	GlcGalGalDAG161__e	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
846	GlcGalGalDAG181__e	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
847	GlcGalGlcDAG160__e	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
848	GlcGalGlcDAG161__e	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
849	GlcGalGlcDAG181__e	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
850	GlcGlcDAG160__e	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
851	GlcGlcDAG161__e	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
852	GlcGlcDAG181__e	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
853	GlcGlcGlcDAG160__e	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
854	GlcGlcGlcDAG161__e	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
855	GlcGlcGlcDAG181__e	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
856	glchm5dC__e	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxycytidine		x	x
857	glchm5dCMP__e	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxycytidine monophosphate		x	x
858	glchm5dU__e	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxyuridine		x	x
859	glchm5dUMP__e	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxyuridine monophosphate		x	x
860	GLN__e	Metabolite	L-glutamine		x	x
861	GlnGln__e	Metabolite	L-glutaminyl-L-glutamine		x	x
862	GLU__e	Metabolite	L-Glutamate		x	x
863	gludT__e	Metabolite	a-glutamyl-2'-deoxythymidine		x	x
864	gludTMP__e	Metabolite	a-glutamyl-2'-deoxythymidine monophosphate		x	x
865	GluGlu__e	Metabolite	L-glutamyl-L-glutamic acid		x	x
866	GLY__e	Metabolite	glycine		x	x
867	GlyGly__e	Metabolite	L-glycyl-L-glycine		x	x
868	Gm__e	Metabolite	2'-O-methylguanosine		x	x
869	GmMP__e	Metabolite	2'-O-methylguanosine monophosphate		x	x
870	GMP__e	Metabolite	GMP		x	x
871	GMP_Lysine__e	Metabolite	GMP-lysine		x	x
872	GMP_Mor__e	Metabolite	GMP-morpholidate		x	x
873	GN__e	Metabolite	guanine		x	x
874	GPCH__e	Metabolite	sn-Glycero-3-phosphocholine		x	x
875	GPE__e	Metabolite	sn-Glycero-3-phosphoethanolamine		x	x
876	GPG__e	Metabolite	Glycerophosphoglycerol		x	x
877	GPI__e	Metabolite	sn-Glycero-3-phospho-1-inositol		x	x
878	GPS__e	Metabolite	Glycerophosphoserine		x	x
879	GSN__e	Metabolite	guanosine		x	x
880	GTP__e	Metabolite	GTP		x	x
881	H__e	Metabolite	hydrogen ion		x	x
882	H2O__e	Metabolite	water		x	x
883	H2O2__e	Metabolite	hydrogen peroxide		x	x
884	HCYS__e	Metabolite	L-homocysteine		x	x
885	HDCA__e	Metabolite	Hexadecanoate (n-C16:0)		x	x
886	HDCEA__e	Metabolite	Hexadecenoate (n-C16:1)		x	x
887	HDECEG3P__e	Metabolite	1-hexadecanoyl-sn-glycerol 3-phosphate		x	x
888	HDECG3P__e	Metabolite	1-hexadec-9-enoyl-sn-glycerol 3-phosphate		x	x
889	HIS__e	Metabolite	L-Histidine		x	x
890	HisHis__e	Metabolite	L-histidyl-L-histidine		x	x
891	hm3dC__e	Metabolite	3'-hydroxymethyl-2'-deoxycytidine		x	x
892	hm3dCMP__e	Metabolite	3'-hydroxymethyl-2'-deoxycytidine monophosphate		x	x
893	hm5dC__e	Metabolite	5'-hydroxymethyl-2'-deoxycytidine		x	x
894	hm5dCMP__e	Metabolite	5'-hydroxymethyl-2'-deoxycytidine monophosphate		x	x
895	hm5dU__e	Metabolite	5-hydroxymethyl-2'-deoxyuridine		x	x
896	hm5dUMP__e	Metabolite	5-hydroxymethyl-2'-deoxyuridine monophosphate		x	x
897	hm5hydantoin_dRibose__e	Metabolite	2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose		x	x
898	hm5hydantoin_dRiboseMP__e	Metabolite	2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose monophosphate		x	x
899	ho5dC__e	Metabolite	5-Hydroxy-2'-deoxycytidine		x	x
900	ho5dCMP__e	Metabolite	5-Hydroxy-2'-deoxycytidine monophosphate		x	x
901	ho5dU__e	Metabolite	5-hydroxy-2'-deoxyuridine		x	x
902	ho5dUMP__e	Metabolite	5-hydroxy-2'-deoxyuridine monophosphate		x	x
903	ho5ho6dT__e	Metabolite	5-hydroxy-6-hydroxy-2'-deoxythymidine		x	x
904	ho5ho6dTMP__e	Metabolite	5-hydroxy-6-hydroxy-2'-deoxythymidine monophosphate		x	x
905	ho5ho6dU__e	Metabolite	5-hydroxy-6-hydroxy-2'-deoxyuridine		x	x
906	ho5ho6dUMP__e	Metabolite	5-hydroxy-6-hydroxy-2'-deoxyuridine monophosphate		x	x
907	ho5hydantoin_dRibose__e	Metabolite	2'-deoxy-3'-(5-hydroxyhydantoin)-ribose		x	x
908	ho5hydantoin_dRiboseMP__e	Metabolite	2'-deoxy-3'-(5-hydroxyhydantoin)-ribose monophosphate		x	x
909	HPHPYR__e	Metabolite	3-(4-Hydroxyphenyl)pyruvate		x	x
910	hydride__e	Metabolite	hydride		x	x
911	hydroxyl_radical__e	Metabolite	hydroxyl radical		x	x
912	HYXN__e	Metabolite	hypoxanthine		x	x
913	IDP__e	Metabolite	IDP		x	x
914	ILE__e	Metabolite	L-Isoleucine		x	x
915	IleIle__e	Metabolite	L-isoleucyl-L-isoleucine		x	x
916	IMP__e	Metabolite	IMP		x	x
917	INOS__e	Metabolite	myo-inositol		x	x
918	INS__e	Metabolite	inosine		x	x
919	ITP__e	Metabolite	ITP		x	x
920	K__e	Metabolite	potassium ion		x	x
921	k2C__e	Metabolite	lysidine		x	x
922	k2CMP__e	Metabolite	lysidine monophosphate		x	x
923	LAC__e	Metabolite	D-lactate		x	x
924	LEU__e	Metabolite	L-Leucine		x	x
925	LeuLeu__e	Metabolite	L-leucyl-L-leucine		x	x
926	LIPOATE__e	Metabolite	lipoate		x	x
927	LIPOYLAMP__e	Metabolite	lipoyl-AMP		x	x
928	LIPOYLLYS__e	Metabolite	N(6)-(lipoyl)lysine		x	x
929	lomefloxacin__e	Metabolite	Lomefloxacin		x	x
930	LYS__e	Metabolite	L-Lysine		x	x
931	LysLys__e	Metabolite	L-lysyl-L-lysine		x	x
932	m1dA__e	Metabolite	1-methyl-2'-deoxyadenosine		x	x
933	m1dAMP__e	Metabolite	1-methyl-2'-deoxyadenosine monophosphate		x	x
934	m1dG__e	Metabolite	1-methyl-2'-deoxyguanosine		x	x
935	m1dGMP__e	Metabolite	1-methyl-2'-deoxyguanosine monophosphate		x	x
936	m1G__e	Metabolite	1-methylguanosine		x	x
937	m1GMP__e	Metabolite	1-methylguanosine monophosphate		x	x
938	m2G__e	Metabolite	N(2)-methylguanosine		x	x
939	m2GMP__e	Metabolite	N(2)-methylguanosine monophosphate		x	x
940	m3dA__e	Metabolite	3-methyl-2'-deoxyadenosine		x	x
941	m3dAMP__e	Metabolite	3-methyl-2'-deoxyadenosine monophosphate		x	x
942	m3dC__e	Metabolite	3-methyl-2'-deoxycytidine		x	x
943	m3dCMP__e	Metabolite	3-methyl-2'-deoxycytidine monophosphate		x	x
944	m3dG__e	Metabolite	3-methyl-2'-deoxyguanosine		x	x
945	m3dGMP__e	Metabolite	3-methyl-2'-deoxyguanosine monophosphate		x	x
946	m3dT__e	Metabolite	3'-methyl-2'-deoxythymidine		x	x
947	m3dTMP__e	Metabolite	3'-methyl-2'-deoxythymidine monophosphate		x	x
948	m4dC__e	Metabolite	4-methyl-2'-deoxycytidine		x	x
949	m4dCMP__e	Metabolite	4-methyl-2'-deoxycytidine monophosphate		x	x
950	m5C__e	Metabolite	5-methylcytidine		x	x
951	m5CMP__e	Metabolite	5-methylcytidine monophosphate		x	x
952	m5dC__e	Metabolite	5-methyl-2'-deoxycytidine		x	x
953	m5dCMP__e	Metabolite	5-methyl-2'-deoxycytidine monophosphate		x	x
954	m62A__e	Metabolite	N6,N6-dimethyladenosine		x	x
955	m62AMP__e	Metabolite	N6,N6-dimethyladenosine monophosphate		x	x
956	m6A__e	Metabolite	N(6)-methyladenine		x	x
957	m6AMP__e	Metabolite	N(6)-methyladenine monophosphate		x	x
958	m6dA__e	Metabolite	6-methyl-2'-deoxyadenosine		x	x
959	m6dAMP__e	Metabolite	6-methyl-2'-deoxyadenosine monophosphate		x	x
960	m7dA__e	Metabolite	7-methyl-2'-deoxyadenosine		x	x
961	m7dAMP__e	Metabolite	7-methyl-2'-deoxyadenosine monophosphate		x	x
962	m7dG__e	Metabolite	7-methyl-2'-deoxyguanosine		x	x
963	m7dGMP__e	Metabolite	7-methyl-2'-deoxyguanosine monophosphate		x	x
964	m7G__e	Metabolite	7-methylguanosine		x	x
965	m7GMP__e	Metabolite	7-methylguanosine monophosphate		x	x
966	m8dG__e	Metabolite	8-methyl-2'-deoxyguanosine		x	x
967	m8dGMP__e	Metabolite	8-methyl-2'-deoxyguanosine monophosphate		x	x
968	MAL__e	Metabolite	L-Malate		x	x
969	MAN__e	Metabolite	D-Mannose		x	x
970	MAN1P__e	Metabolite	D-Mannose 1-phosphate		x	x
971	MAN6P__e	Metabolite	D-Mannose 6-phosphate		x	x
972	MET__e	Metabolite	L-Methionine		x	x
973	METHF__e	Metabolite	5,10-methyltetrahydrofolate		x	x
974	methylRed__e	Metabolite	4′-dimethylaminoazobenzene-2-carboxylic acid		x	x
975	METHYL_OCDCEA__e	Metabolite	methyl oleate		x	x
976	MetMet__e	Metabolite	L-methionyl-L-methionine		x	x
977	METSOXRL__e	Metabolite	L-Methionine-R-Sulfoxide		x	x
978	METSOXSL__e	Metabolite	L-Methionine-S-Sulfoxide		x	x
979	METTHF__e	Metabolite	5,10-Methylenetetrahydrofolate		x	x
980	MG__e	Metabolite	magnesium ion		x	x
981	MN__e	Metabolite	manganese ion		x	x
982	MO__e	Metabolite	molybdenum ion		x	x
983	MOBD__e	Metabolite	Molybdate		x	x
984	MONOBUTYRIN__e	Metabolite	1-monobutyrin		x	x
985	MOR__e	Metabolite	morpholine		x	x
986	MTHF__e	Metabolite	5-Methyltetrahydrofolate		x	x
987	n2dA__e	Metabolite	2-amino-2'-deoxyadenosine		x	x
988	n2dAMP__e	Metabolite	2-amino-2'-deoxyadenosine monophosphate		x	x
989	NA__e	Metabolite	sodium ion		x	x
990	NAAD__e	Metabolite	nicotinic acid adenine dinucleotide		x	x
991	NAC__e	Metabolite	nicotinate		x	x
992	NAD__e	Metabolite	nicotinamide adenine dinucleotide, oxidized		x	x
993	NADH__e	Metabolite	nicotinamide adenine dinucleotide, reduced		x	x
994	NADP__e	Metabolite	nicotinamide adenine dinucleotide phosphate, oxidized		x	x
995	NADPH__e	Metabolite	nicotinamide adenine dinucleotide phosphate, reduced		x	x
996	NAMN__e	Metabolite	nicotinate/nicotinic acid mononucleotide		x	x
997	NH3__e	Metabolite	ammonia		x	x
998	NH4__e	Metabolite	ammonium		x	x
999	NI__e	Metabolite	nickel		x	x
1000	nisin__e	Metabolite	nisin		x	x
1001	NMN__e	Metabolite	nicotinamide mononucleotide		x	x
1002	norfloxacin__e	Metabolite	Norfloxacin		x	x
1003	novobiocin__e	Metabolite	Novobiocin		x	x
1004	NR__e	Metabolite	Nicotinate D-ribonucleotide		x	x
1005	O2__e	Metabolite	oxygen		x	x
1006	O2edC__e	Metabolite	2'-O-ethyl-2'-deoxycytidine		x	x
1007	O2edCMP__e	Metabolite	2'-O-ethyl-2'-deoxycytidine monophosphate		x	x
1008	O2edT__e	Metabolite	2'-O-ethyl-2'-deoxythymidine		x	x
1009	O2edTMP__e	Metabolite	2'-O-ethyl-2'-deoxythymidine monophosphate		x	x
1010	O2mdC__e	Metabolite	2'-O-methyl-2'-deoxycytidine		x	x
1011	O2mdCMP__e	Metabolite	2'-O-methyl-2'-deoxycytidine monophosphate		x	x
1012	O2mdT__e	Metabolite	2'-O-methyl-2'-deoxythymidine		x	x
1013	O2mdTMP__e	Metabolite	2'-O-methyl-2'-deoxythymidine monophosphate		x	x
1014	O4edT__e	Metabolite	4'-O-ethyl-2'-deoxythymidine		x	x
1015	O4edTMP__e	Metabolite	4'-O-ethyl-2'-deoxythymidine monophosphate		x	x
1016	O4mdT__e	Metabolite	4'-O-methyl-2'-deoxythymidine		x	x
1017	O4mdTMP__e	Metabolite	4'-O-methyl-2'-deoxythymidine monophosphate		x	x
1018	O6edG__e	Metabolite	6'-O-ethyl-2'-deoxyguanosine		x	x
1019	O6edGMP__e	Metabolite	6'-O-ethyl-2'-deoxyguanosine monophosphate		x	x
1020	O6mdG__e	Metabolite	6'-O-methyl-2'-deoxyguanosine		x	x
1021	O6mdGMP__e	Metabolite	6'-O-methyl-2'-deoxyguanosine monophosphate		x	x
1022	OA__e	Metabolite	oxaloacetate		x	x
1023	OCDCA__e	Metabolite	octadecanoate (n-C18:0)		x	x
1024	OCDCEA__e	Metabolite	octadecenoate (n-C18:1)		x	x
1025	ODEC11GP__e	Metabolite	1-octadec-11-enoyl-sn-glycerol 3-phosphate		x	x
1026	ODECG3P__e	Metabolite	1-octadecanoyl-sn-glycerol 3-phosphate		x	x
1027	OH__e	Metabolite	hydoxide anion		x	x
1028	ORN__e	Metabolite	ornithine		x	x
1029	oxo2dA__e	Metabolite	2-hydroxy-2'-deoxyadenosine		x	x
1030	oxo2dAMP__e	Metabolite	2-hydroxy-2'-deoxyadenosine monophosphate		x	x
1031	oxo8dA__e	Metabolite	8-hydroxy-2'-deoxyadenosine		x	x
1032	oxo8dAMP__e	Metabolite	8-hydroxy-2'-deoxyadenosine monophosphate		x	x
1033	oxo8dG__e	Metabolite	8-Oxo-2'-deoxyguanosine; 8-hydroxy-2'-deoxyguanosine		x	x
1034	oxo8dGMP__e	Metabolite	8-Oxo-2'-deoxyguanosine monophosphate; 8-hydroxy-2'-deoxyguanosine monophosphate		x	x
1035	oxoethyl7dG__e	Metabolite	7-(2'-oxoethyl)-2'-deoxyguanosine		x	x
1036	oxoethyl7dGMP__e	Metabolite	7-(2'-oxoethyl)-2'-deoxyguanosine monophosphate		x	x
1037	PA120__e	Metabolite	1,2-didodecanoyl-sn-glycerol 3-phosphate		x	x
1038	PA140__e	Metabolite	1,2-ditetradecanoyl-sn-glycerol 3-phosphate		x	x
1039	PA141__e	Metabolite	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate		x	x
1040	PA160__e	Metabolite	1,2-dihexadecanoyl-sn-glycerol 3-phosphate		x	x
1041	PA161__e	Metabolite	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate		x	x
1042	PA180__e	Metabolite	1,2-dioctadecanoyl-sn-glycerol 3-phosphate		x	x
1043	PA181__e	Metabolite	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate		x	x
1044	PAP__e	Metabolite	Adenosine 3',5'-bisphosphate		x	x
1045	pCHOL__e	Metabolite	phosphoryl-choline		x	x
1046	PDLA5P__e	Metabolite	Pyridoxamine 5'-phosphate		x	x
1047	PEP__e	Metabolite	phosphoenolpyruvate		x	x
1048	PG160__e	Metabolite	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)		x	x
1049	PG161__e	Metabolite	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)		x	x
1050	PG181__e	Metabolite	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)		x	x
1051	PGP160__e	Metabolite	Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)		x	x
1052	PGP161__e	Metabolite	Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)		x	x
1053	PGP181__e	Metabolite	Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)		x	x
1054	PHE__e	Metabolite	L-phenylalanine		x	x
1055	PhePhe__e	Metabolite	L-phenylalanyl-L-phenylalanine		x	x
1056	PHPYR__e	Metabolite	phenylpyruvate		x	x
1057	PI__e	Metabolite	phosphate		x	x
1058	PL5P__e	Metabolite	Pyridoxal 5'-phosphate		x	x
1059	POE_SORBITAN__e	Metabolite	Polyoxyethylene (20) sorbitan		x	x
1060	PPAA__e	Metabolite	Phosphonoacetaldehyde		x	x
