	id	model_type	name	readonly	readwrite	requirement
0	gamma_radiation__c	Stimulus	gamma radiation (1.2 MeV)		x	x
1	A23CMP__c	Metabolite	2',3'-Cyclic AMP		x	x
2	A3MP__c	Metabolite	3'-AMP		x	x
3	AC__c	Metabolite	acetate		x	x
4	ACAL__c	Metabolite	acetaldehyde		x	x
5	ACCOA__c	Metabolite	Acetyl-CoA		x	x
6	acriflavine__c	Metabolite	Acriflavine		x	x
7	ACTP__c	Metabolite	Acetyl phosphate		x	x
8	AD__c	Metabolite	adenine		x	x
9	ADN__c	Metabolite	adenosine		x	x
10	ADP__c	Metabolite	ADP		x	x
11	AEPP__c	Metabolite	2-aminoethylphosphonate		x	x
12	AHCYS__c	Metabolite	S-Adenosyl-L-homocysteine		x	x
13	AKG__c	Metabolite	2-Oxoglutarate		x	x
14	ALA__c	Metabolite	L-alanine		x	x
15	AlaAla__c	Metabolite	L-alanyl-L-alanine		x	x
16	AMET__c	Metabolite	S-Adenosyl-L-methionine		x	x
17	aminodimethylaniline__c	Metabolite	N,N'-dimethyl-p-phenylenediamine		x	x
18	AMP__c	Metabolite	AMP		x	x
19	AMP_Lysine__c	Metabolite	AMP-Lysine		x	x
20	AMP_Mor__c	Metabolite	AMP-morpholidate		x	x
21	AMP_NH2__c	Metabolite	AMP-NH2		x	x
22	anthranilate__c	Metabolite	2-aminobenzoic acid		x	x
23	ARG__c	Metabolite	L-Arginine		x	x
24	ArgArg__c	Metabolite	L-arginyl-L-arginine		x	x
25	ASN__c	Metabolite	L-Asparagine		x	x
26	AsnAsn__c	Metabolite	L-asparaginyl-L-asparagine		x	x
27	ASP__c	Metabolite	L-Aspartate		x	x
28	AspAsp__c	Metabolite	L-aspartyl-L-aspartic Acid		x	x
29	ATP__c	Metabolite	ATP		x	x
30	aza6dT__c	Metabolite	6-aza-2'-deoxythymidine		x	x
31	aza6dTMP__c	Metabolite	6-aza-2'-deoxythymidine monophosphate		x	x
32	aza8dA__c	Metabolite	8-aza-2'-deoxyadenosine		x	x
33	aza8dAMP__c	Metabolite	8-aza-2'-deoxyadenosine monophosphate		x	x
34	benzalkonium__c	Metabolite	Benzalkonium		x	x
35	berberine__c	Metabolite	Berberine		x	x
36	BUT__c	Metabolite	butyric acid, butanoic acid		x	x
37	C23CMP__c	Metabolite	2',3'-Cyclic CMP		x	x
38	C3MP__c	Metabolite	3'-CMP		x	x
39	c5dU__c	Metabolite	5-Carbouy-2'-deoxyuridine		x	x
40	c5dUMP__c	Metabolite	5-Carbouy-2'-deoxyuridine monophosphate		x	x
41	CA__c	Metabolite	calcium ion		x	x
42	CAP__c	Metabolite	carbamoyl phosphate		x	x
43	carbamoylmethyl6dA__c	Metabolite	N6-carbamoylmethyl-2'-deoxyadenosine		x	x
44	carbamoylmethyl6dAMP__c	Metabolite	N6-carbamoylmethyl-2'-deoxyadenosine monophosphate		x	x
45	CDP__c	Metabolite	CDP		x	x
46	CDPDG120__c	Metabolite	CDP-1,2-didodecanoylglycerol		x	x
47	CDPDG140__c	Metabolite	CDP-1,2-ditetradecanoylglycerol		x	x
48	CDPDG141__c	Metabolite	CDP-1,2-ditetradec-7-enoylglycerol		x	x
49	CDPDG160__c	Metabolite	CDP-1,2-dihexadecanoylglycerol		x	x
50	CDPDG161__c	Metabolite	CDP-1,2-dihexadec-9-enoylglycerol		x	x
51	CDPDG180__c	Metabolite	CDP-1,2-dioctadecanoylglycerol		x	x
52	CDPDG181__c	Metabolite	CDP-1,2-dioctadec-11-enoylglycerol		x	x
53	Ceramide16__c	Metabolite	Ceramide (d18:1/16:0)		x	x
54	CH3OH__c	Metabolite	methanol		x	x
55	chloroacetaldehyde__c	Metabolite	chloroacetaldehyde		x	x
56	chloroethylene_oxide__c	Metabolite	chloroethylene oxide		x	x
57	CHOL__c	Metabolite	choline		x	x
58	CHP__c	Metabolite	cumene hydroperoxide		x	x
59	ciprofloxacin__c	Metabolite	ciprofloxacin		x	x
60	CITR__c	Metabolite	L-citrulline		x	x
61	CL__c	Metabolite	chloride ion		x	x
62	CL160__c	Metabolite	cardiolipin (tetrahexadecanoyl, n-C16:0)		x	x
63	CL161__c	Metabolite	cardiolipin (tetrahexadec-9-enoyl, n-C16:1)		x	x
64	CL181__c	Metabolite	cardiolipin (tetraoctadec-11-enoyl, n-C18:1)		x	x
65	cmnm5s2U__c	Metabolite	5-carboxymethylaminomethyl-2-thiouridine		x	x
66	cmnm5s2UMP__c	Metabolite	5-carboxymethylaminomethyl-2-thiouridine monophosphate		x	x
67	CMP__c	Metabolite	CMP		x	x
68	CO__c	Metabolite	cobalt ion		x	x
69	CO2__c	Metabolite	carbon dioxide		x	x
70	COA__c	Metabolite	coenzyme A		x	x
71	crystalViolet__c	Metabolite	Crystal violet		x	x
72	CTP__c	Metabolite	CTP		x	x
73	CU__c	Metabolite	cupric ion		x	x
74	cyclobutane_dCdC__c	Metabolite	cyclobutane 2'-deoxycytidine dimer		x	x
75	cyclobutane_dCdT__c	Metabolite	cyclobutane 2'-deoxycytidine 2'-deoxythymidine 		x	x
76	cyclobutane_dCMPdCMP__c	Metabolite	cyclobutane 2'-deoxycytidine monophosphate dimer		x	x
77	cyclobutane_dCMPdTMP__c	Metabolite	cyclobutane 2'-deoxycytidine monophosphate 2'-deoxythymidine  monophosphate		x	x
78	cyclobutane_dTdC__c	Metabolite	cyclobutane 2'-deoxythymidine 2'-deoxycytidine		x	x
79	cyclobutane_dTdT__c	Metabolite	cyclobutane 2'-deoxythymidine dimer		x	x
80	cyclobutane_dTMPdCMP__c	Metabolite	cyclobutane 2'-deoxythymidine monophosphate 2'-deoxycytidine monophosphate		x	x
81	cyclobutane_dTMPdTMP__c	Metabolite	cyclobutane 2'-deoxythymidine monophosphate dimer		x	x
82	cyclodA__c	Metabolite	8,5'-cyclo-2'-deoxyadenosine		x	x
83	cyclodAMP__c	Metabolite	8,5'-cyclo-2'-deoxyadenosine monophosphate		x	x
84	cyclodG__c	Metabolite	8,5'-cyclo-2'-deoxyguanosine		x	x
85	cyclodGMP__c	Metabolite	8,5'-cyclo-2'-deoxyguanosine monophosphate		x	x
86	CYS__c	Metabolite	L-Cysteine		x	x
87	CysCys__c	Metabolite	L-cysteinyl-L-cysteine		x	x
88	CYTD__c	Metabolite	cytidine		x	x
89	c_di_AMP__c	Metabolite	Cyclic-di-adenylate		x	x
90	DA__c	Metabolite	deoxyadenosine		x	x
91	DADP__c	Metabolite	dADP		x	x
92	DAG160__c	Metabolite	Diacylglycerol (n-16:0)		x	x
93	DAG161__c	Metabolite	Diacylglycerol (n-16:1)		x	x
94	DAG181__c	Metabolite	Diacylglycerol (n-18:1)		x	x
95	DALA__c	Metabolite	D-alanine		x	x
96	DAMP__c	Metabolite	dAMP		x	x
97	dApdAp__c	Metabolite	dAp-dAp		x	x
98	DATP__c	Metabolite	dATP		x	x
99	DC__c	Metabolite	deoxycytidine		x	x
100	dC64dC__c	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxycytidine		x	x
101	dC64dC_dewar__c	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxycytidine dewar product		x	x
102	dC64dT__c	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxythymidine		x	x
103	dC64dT_dewar__c	Metabolite	2'-deoxycytidine-[6,4]-2'-deoxythymidine dewar product		x	x
104	DCDP__c	Metabolite	dCDP		x	x
105	DCMP__c	Metabolite	dCMP		x	x
106	dCMP64dCMP__c	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate		x	x
107	dCMP64dCMP_dewar__c	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product		x	x
108	dCMP64dTMP__c	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate		x	x
109	dCMP64dTMP_dewar__c	Metabolite	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product		x	x
110	dCMP_GLYC__c	Metabolite	2-'deoxycytidine monophosphate glycol		x	x
111	dCpdCp__c	Metabolite	dCp-dCp		x	x
112	DCTP__c	Metabolite	dCTP		x	x
113	dC_GLYC__c	Metabolite	2-'deoxycytidine glycol		x	x
114	DDCA__c	Metabolite	Dodecanoate (n-C12:0)		x	x
115	DDECG3P__c	Metabolite	1-dodecanoyl-sn-glycerol 3-phosphate		x	x
116	deoxyG6P__c	Metabolite	2-deoxy-glucose-6-phosphate		x	x
117	deoxyGLC__c	Metabolite	2-deoxy-glucose		x	x
118	DG__c	Metabolite	deoxyguanosine		x	x
119	DGDP__c	Metabolite	dGDP		x	x
120	DGMP__c	Metabolite	dGMP		x	x
121	dGpdGp__c	Metabolite	dGp-dGp		x	x
122	DGTP__c	Metabolite	dGTP		x	x
123	DHA__c	Metabolite	Dihydroxyacetone		x	x
124	DHdT__c	Metabolite	5,6-dihydro-2'-deoxythymidine		x	x
125	DHdTMP__c	Metabolite	5,6-dihydro-2'-deoxythymidine monophosphate		x	x
126	DHdU__c	Metabolite	5,6-dihydroxy-2'-deoxyuridine		x	x
127	DHdUMP__c	Metabolite	5,6-dihydroxy-2'-deoxyuridine monophosphate		x	x
128	DHF__c	Metabolite	dihydrofolate		x	x
129	dhpdU__c	Metabolite	5'-dihydroxypentyl-2'-deoxyuridine		x	x
130	dhpdUMP__c	Metabolite	5'-dihydroxypentyl-2'-deoxyuridine monophosphate		x	x
131	diacylglycerolCys__c	Metabolite	S-diacylglycerol cysteine 		x	x
132	DIBUTYRIN__c	Metabolite	dibutyrin		x	x
133	dINS__c	Metabolite	2'-deoxyinosine		x	x
134	dINSMP__c	Metabolite	2'-deoxyinosine monophosphate		x	x
135	DMBA__c	Metabolite	dimethylbenzyl alcohol		x	x
136	doxorubicin__c	Metabolite	Doxorubicin		x	x
137	DPCOA__c	Metabolite	dephospho-CoA		x	x
138	DPG__c	Metabolite	3-Phospho-D-glyceroyl phosphate		x	x
139	DR1P__c	Metabolite	2-Deoxy-D-ribose 1-phosphate		x	x
140	DR5P__c	Metabolite	2-Deoxy-D-ribose 5-phosphate		x	x
141	DT__c	Metabolite	thymidine		x	x
142	dT64dC__c	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxycytidine		x	x
143	dT64dC_dewar__c	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxycytidine dewar product		x	x
144	dT64dT__c	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxythymidine		x	x
145	dT64dT_dewar__c	Metabolite	2'-deoxythymidine-[6,4]-2'-deoxythymidine dewar product		x	x
146	DTDP__c	Metabolite	dTDP		x	x
147	DTMP__c	Metabolite	dTMP		x	x
148	dTMP64dCMP__c	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate		x	x
149	dTMP64dCMP_dewar__c	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product		x	x
150	dTMP64dTMP__c	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate		x	x
151	dTMP64dTMP_dewar__c	Metabolite	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product		x	x
152	dTMP_GLYC__c	Metabolite	2'-deoxythymidine monophosphate glycol		x	x
153	dTpdTp__c	Metabolite	dTp-dTp		x	x
154	DTTP__c	Metabolite	dTTP		x	x
155	dT_GLYC__c	Metabolite	2'-deoxythymidine glycol		x	x
156	DU__c	Metabolite	deoxyuridine		x	x
157	DUDP__c	Metabolite	dUDP		x	x
158	DUMP__c	Metabolite	dUMP		x	x
159	DUTP__c	Metabolite	dUTP		x	x
160	dXAN__c	Metabolite	2'-deoxyxanthosine		x	x
161	dXANMP__c	Metabolite	2'-deoxyxanthosine monophosphate		x	x
162	e1dA__c	Metabolite	1-ethyl-2'-deoxyadenosine		x	x
163	e1dAMP__c	Metabolite	1-ethyl-2'-deoxyadenosine monophosphate		x	x
164	e1dG__c	Metabolite	1-ethyl-2'-deoxyguanosine		x	x
165	e1dGMP__c	Metabolite	1-ethyl-2'-deoxyguanosine monophosphate		x	x
166	e3dA__c	Metabolite	3-ethyl-2'-deoxyadenosine		x	x
167	e3dAMP__c	Metabolite	3-ethyl-2'-deoxyadenosine monophosphate		x	x
168	e3dC__c	Metabolite	3-ethyl-2'-deoxycytidine		x	x
169	e3dCMP__c	Metabolite	3-ethyl-2'-deoxycytidine monophosphate		x	x
170	e3dG__c	Metabolite	3-ethyl-2'-deoxyguanosine		x	x
171	e3dGMP__c	Metabolite	3-ethyl-2'-deoxyguanosine monophosphate		x	x
172	e3dT__c	Metabolite	3'-ethyl-2'-deoxythymidine		x	x
173	e3dTMP__c	Metabolite	3'-ethyl-2'-deoxythymidine monophosphate		x	x
174	e4dC__c	Metabolite	4-ethyl-2'-deoxycytidine		x	x
175	e4dCMP__c	Metabolite	4-ethyl-2'-deoxycytidine monophosphate		x	x
176	E4P__c	Metabolite	D-Erythrose 4-phosphate		x	x
177	e5dC__c	Metabolite	5-ethyl-2'-deoxycytidine		x	x
178	e5dCMP__c	Metabolite	5-ethyl-2'-deoxycytidine monophosphate		x	x
179	e6dA__c	Metabolite	6-ethyl-2'-deoxyadenosine		x	x
180	e6dAMP__c	Metabolite	6-ethyl-2'-deoxyadenosine monophosphate		x	x
181	e7dA__c	Metabolite	7-ethyl-2'-deoxyadenosine		x	x
182	e7dAMP__c	Metabolite	7-ethyl-2'-deoxyadenosine monophosphate		x	x
183	e7dG__c	Metabolite	7-ethyl-2'-deoxyguanosine		x	x
184	e7dGMP__c	Metabolite	7-ethyl-2'-deoxyguanosine monophosphate		x	x
185	e8dG__c	Metabolite	8-ethyl-2'-deoxyguanosine		x	x
186	e8dGMP__c	Metabolite	8-ethyl-2'-deoxyguanosine monophosphate		x	x
187	enoxacin__c	Metabolite	Enoxacin		x	x
188	epsilon1N2dG__c	Metabolite	1,N2-etheno-2'-deoxyguanosine		x	x
189	epsilon1N2dGMP__c	Metabolite	1,N2-etheno-2'-deoxyguanosine monophosphate		x	x
190	epsilon1N6dA__c	Metabolite	1,N6-etheno-2'-deoxyadenosine		x	x
191	epsilon1N6dAMP__c	Metabolite	1,N6-etheno-2'-deoxyadenosine monophosphate		x	x
192	epsilon3N4dC__c	Metabolite	3,N4-etheno-2'-deoxycytidine		x	x
193	epsilon3N4dCMP__c	Metabolite	3,N4-etheno-2'-deoxycytidine monophosphate		x	x
194	epsilonN23dG__c	Metabolite	N2,3-etheno-2'-deoxyguanosine		x	x
195	epsilonN23dGMP__c	Metabolite	N2,3-etheno-2'-deoxyguanosine monophosphate		x	x
196	ethidium__c	Metabolite	Ethidium		x	x
197	ETN__c	Metabolite	ethanolamine		x	x
198	F1P__c	Metabolite	D-Fructose 1-phosphate		x	x
199	f5dU__c	Metabolite	5-formyl-2'-deoxyuridine		x	x
200	f5dUMP__c	Metabolite	5-formyl-2'-deoxyuridine monophosphate		x	x
201	F6P__c	Metabolite	D-Fructose 6-phosphate		x	x
202	FAD__c	Metabolite	flavin adenine dinucleotide, oxidized		x	x
203	FADH2__c	Metabolite	flavin adenine dinucleotide, reduced		x	x
204	FALD__c	Metabolite	formaldehyde		x	x
205	FAPydA__c	Metabolite	N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine		x	x
206	FAPydAMP__c	Metabolite	N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine monophosphate		x	x
207	FAPydG__c	Metabolite	N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine		x	x
208	FAPydGMP__c	Metabolite	N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine monophosphate		x	x
209	FDP__c	Metabolite	D-Fructose 1,6-bisphosphate		x	x
210	FE2__c	Metabolite	ferrous iron		x	x
211	FE3__c	Metabolite	ferric iron		x	x
212	FMET__c	Metabolite	N-Formyl-L-methionine		x	x
213	FMN__c	Metabolite	flavin mononucleotide, oxidized		x	x
214	FMNH2__c	Metabolite	flavin mononucleotide, reduced		x	x
215	FOR__c	Metabolite	Formate		x	x
216	FRU__c	Metabolite	D-Fructose		x	x
217	FTHF10__c	Metabolite	10-formyl-tetrahydrofolate		x	x
218	FTHF5__c	Metabolite	5-formyltetrahydrofolate		x	x
219	FUC1P__c	Metabolite	L-fucose 1-phosphate		x	x
220	G1P__c	Metabolite	D-Glucose 1-phosphate		x	x
221	G23CMP__c	Metabolite	2',3'-Cyclic GMP		x	x
222	G2P__c	Metabolite	D-Glycerate 2-phosphate		x	x
223	G3MP__c	Metabolite	3'-GMP		x	x
224	G3P__c	Metabolite	3-Phospho-D-glycerate		x	x
225	G6P__c	Metabolite	D-Glucose 6-phosphate		x	x
226	GalCer16__c	Metabolite	galactosyl-β-Ceramide (d18:1/16:0)		x	x
227	GalDAG160__c	Metabolite	galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
228	GalDAG161__c	Metabolite	galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
229	GalDAG181__c	Metabolite	galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
230	GalGalCer16__c	Metabolite	galactosyl-α1-4-galactosyl-β-Ceramide (d18:1/16:0)		x	x
231	GalGalDAG160__c	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
232	GalGalDAG161__c	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
233	GalGalDAG181__c	Metabolite	galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
234	GalGalGalDAG160__c	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
235	GalGalGalDAG161__c	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
236	GalGalGalDAG181__c	Metabolite	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
237	GalGalGlcCer16__c	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)		x	x
238	GalGalGlcDAG160__c	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
239	GalGalGlcDAG161__c	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
240	GalGalGlcDAG181__c	Metabolite	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
241	GalGlcCer16__c	Metabolite	galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)		x	x
242	GalGlcDAG160__c	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
243	GalGlcDAG161__c	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
244	GalGlcDAG181__c	Metabolite	galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
245	GDP__c	Metabolite	GDP		x	x
246	GDPTP__c	Metabolite	Guanosine 3'-diphosphate 5'-triphosphate		x	x
247	GL__c	Metabolite	glycerol		x	x
248	GL2P__c	Metabolite	Glycerol 2-phosphate		x	x
249	GL3P__c	Metabolite	Glycerol 3-phosphate		x	x
250	GLC__c	Metabolite	D-Glucose		x	x
251	GlcCer16__c	Metabolite	glucosyl-β-Ceramide (d18:1/16:0)		x	x
252	GlcDAG160__c	Metabolite	glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
253	GlcDAG161__c	Metabolite	glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
254	GlcDAG181__c	Metabolite	glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
255	GlcGalCer16__c	Metabolite	glucosyl-β1-4-galactosyl-β-Ceramide (d18:1/16:0)		x	x
256	GlcGalDAG160__c	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
257	GlcGalDAG161__c	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
258	GlcGalDAG181__c	Metabolite	glucosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
259	GlcGalGalDAG160__c	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
260	GlcGalGalDAG161__c	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
261	GlcGalGalDAG181__c	Metabolite	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
262	GlcGalGlcDAG160__c	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
263	GlcGalGlcDAG161__c	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
264	GlcGalGlcDAG181__c	Metabolite	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
265	GlcGlcDAG160__c	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
266	GlcGlcDAG161__c	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
267	GlcGlcDAG181__c	Metabolite	glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
268	GlcGlcGlcDAG160__c	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))		x	x
269	GlcGlcGlcDAG161__c	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))		x	x
270	GlcGlcGlcDAG181__c	Metabolite	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))		x	x
271	glchm5dC__c	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxycytidine		x	x
272	glchm5dCMP__c	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxycytidine monophosphate		x	x
273	glchm5dU__c	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxyuridine		x	x
274	glchm5dUMP__c	Metabolite	beta-D-glucosylhydroxymethyl-2'-deoxyuridine monophosphate		x	x
275	GLN__c	Metabolite	L-glutamine		x	x
276	GlnGln__c	Metabolite	L-glutaminyl-L-glutamine		x	x
277	GLU__c	Metabolite	L-Glutamate		x	x
278	gludT__c	Metabolite	a-glutamyl-2'-deoxythymidine		x	x
279	gludTMP__c	Metabolite	a-glutamyl-2'-deoxythymidine monophosphate		x	x
280	GluGlu__c	Metabolite	L-glutamyl-L-glutamic acid		x	x
281	GLY__c	Metabolite	glycine		x	x
282	GlyGly__c	Metabolite	L-glycyl-L-glycine		x	x
283	Gm__c	Metabolite	2'-O-methylguanosine		x	x
284	GmMP__c	Metabolite	2'-O-methylguanosine monophosphate		x	x
285	GMP__c	Metabolite	GMP		x	x
286	GMP_Lysine__c	Metabolite	GMP-lysine		x	x
287	GMP_Mor__c	Metabolite	GMP-morpholidate		x	x
288	GN__c	Metabolite	guanine		x	x
289	GPCH__c	Metabolite	sn-Glycero-3-phosphocholine		x	x
290	GPE__c	Metabolite	sn-Glycero-3-phosphoethanolamine		x	x
291	GPG__c	Metabolite	Glycerophosphoglycerol		x	x
292	GPI__c	Metabolite	sn-Glycero-3-phospho-1-inositol		x	x
293	GPS__c	Metabolite	Glycerophosphoserine		x	x
294	GSN__c	Metabolite	guanosine		x	x
295	GTP__c	Metabolite	GTP		x	x
296	H__c	Metabolite	hydrogen ion		x	x
297	H2O__c	Metabolite	water		x	x
298	H2O2__c	Metabolite	hydrogen peroxide		x	x
299	HCYS__c	Metabolite	L-homocysteine		x	x
300	HDCA__c	Metabolite	Hexadecanoate (n-C16:0)		x	x
301	HDCEA__c	Metabolite	Hexadecenoate (n-C16:1)		x	x
302	HDECEG3P__c	Metabolite	1-hexadecanoyl-sn-glycerol 3-phosphate		x	x
303	HDECG3P__c	Metabolite	1-hexadec-9-enoyl-sn-glycerol 3-phosphate		x	x
304	HIS__c	Metabolite	L-Histidine		x	x
305	HisHis__c	Metabolite	L-histidyl-L-histidine		x	x
306	hm3dC__c	Metabolite	3'-hydroxymethyl-2'-deoxycytidine		x	x
307	hm3dCMP__c	Metabolite	3'-hydroxymethyl-2'-deoxycytidine monophosphate		x	x
308	hm5dC__c	Metabolite	5'-hydroxymethyl-2'-deoxycytidine		x	x
309	hm5dCMP__c	Metabolite	5'-hydroxymethyl-2'-deoxycytidine monophosphate		x	x
310	hm5dU__c	Metabolite	5-hydroxymethyl-2'-deoxyuridine		x	x
311	hm5dUMP__c	Metabolite	5-hydroxymethyl-2'-deoxyuridine monophosphate		x	x
312	hm5hydantoin_dRibose__c	Metabolite	2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose		x	x
313	hm5hydantoin_dRiboseMP__c	Metabolite	2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose monophosphate		x	x
314	ho5dC__c	Metabolite	5-Hydroxy-2'-deoxycytidine		x	x
315	ho5dCMP__c	Metabolite	5-Hydroxy-2'-deoxycytidine monophosphate		x	x
316	ho5dU__c	Metabolite	5-hydroxy-2'-deoxyuridine		x	x
317	ho5dUMP__c	Metabolite	5-hydroxy-2'-deoxyuridine monophosphate		x	x
318	ho5ho6dT__c	Metabolite	5-hydroxy-6-hydroxy-2'-deoxythymidine		x	x
319	ho5ho6dTMP__c	Metabolite	5-hydroxy-6-hydroxy-2'-deoxythymidine monophosphate		x	x
320	ho5ho6dU__c	Metabolite	5-hydroxy-6-hydroxy-2'-deoxyuridine		x	x
321	ho5ho6dUMP__c	Metabolite	5-hydroxy-6-hydroxy-2'-deoxyuridine monophosphate		x	x
322	ho5hydantoin_dRibose__c	Metabolite	2'-deoxy-3'-(5-hydroxyhydantoin)-ribose		x	x
323	ho5hydantoin_dRiboseMP__c	Metabolite	2'-deoxy-3'-(5-hydroxyhydantoin)-ribose monophosphate		x	x
324	HPHPYR__c	Metabolite	3-(4-Hydroxyphenyl)pyruvate		x	x
325	hydride__c	Metabolite	hydride		x	x
326	hydroxyl_radical__c	Metabolite	hydroxyl radical		x	x
327	HYXN__c	Metabolite	hypoxanthine		x	x
328	IDP__c	Metabolite	IDP		x	x
329	ILE__c	Metabolite	L-Isoleucine		x	x
330	IleIle__c	Metabolite	L-isoleucyl-L-isoleucine		x	x
331	IMP__c	Metabolite	IMP		x	x
332	INOS__c	Metabolite	myo-inositol		x	x
333	INS__c	Metabolite	inosine		x	x
334	ITP__c	Metabolite	ITP		x	x
335	K__c	Metabolite	potassium ion		x	x
336	k2C__c	Metabolite	lysidine		x	x
337	k2CMP__c	Metabolite	lysidine monophosphate		x	x
338	LAC__c	Metabolite	D-lactate		x	x
339	LEU__c	Metabolite	L-Leucine		x	x
340	LeuLeu__c	Metabolite	L-leucyl-L-leucine		x	x
341	LIPOATE__c	Metabolite	lipoate		x	x
342	LIPOYLAMP__c	Metabolite	lipoyl-AMP		x	x
